booking_id,airline,flight_type,lead_time,departure_month,weekend_departure,num_passengers,fare_type,special_requests,previous_cancellations,payment_type,ticket_price,loyalty_member,seat_selection,travel_insurance,weather_risk_score,is_canceled
10501,Delta,Domestic,157,Aug,0,5.0,Economy,4,1,Credit Card,371.53,No,Free,No,4.0,1
10502,JetBlue,Domestic,208,Mar,0,1.0,Economy,2,0,,293.07,No,Paid,No,10.0,1
10503,Southwest,Domestic,127,Jul,0,5.0,Economy,3,1,Credit Card,219.56,No,Free,No,5.0,1
10504,Southwest,Domestic,83,May,0,1.0,Economy,3,0,Credit Card,288.06,Yes,Paid,No,7.0,0
10505,Delta,International,115,Mar,1,4.0,Economy,3,1,Credit Card,248.14,,Paid,No,3.0,1
10506,Alaska,Domestic,182,Jan,0,5.0,Economy,0,0,Credit Card,338.16,Yes,Paid,No,10.0,1
10507,Alaska,International,143,Aug,0,4.0,Business,3,0,Debit Card,596.14,No,Paid,No,2.0,0
10508,JetBlue,Domestic,173,Mar,0,4.0,Economy,0,2,Credit Card,155.7,Yes,Paid,Yes,8.0,1
10509,Delta,Domestic,61,Feb,1,2.0,Economy,1,0,PayPal,165.53,,Paid,No,2.0,0
10510,Southwest,International,234,Jan,0,5.0,Business,0,0,Credit Card,327.15,Yes,Paid,No,,0
10511,Alaska,Domestic,6,Apr,1,1.0,Business,3,0,Debit Card,169.19,Yes,Paid,No,7.0,0
10512,Delta,Domestic,207,Aug,1,1.0,Economy,4,0,Debit Card,222.53,N,Free,Yes,9.0,0
10513,Alaska,Domestic,44,Mar,0,5.0,Business,4,1,Debit Card,407.48,No,Free,No,4.0,0
10514,Alaska,Domestic,186,Jan,0,6.0,Business,1,0,PayPal,352.64,Yes,Free,No,8.0,1
10515,Southwest,Domestic,238,Apr,0,2.0,Business,3,0,Credit Card,421.39,No,Free,Yes,2.0,1
10516,United,Domestic,183,Sep,0,2.0,Business,0,0,Credit Card,442.75,No,Free,No,9.0,0
10517,JetBlue,Domestic,175,Jan,1,2.0,Economy,4,0,Credit Card,547.96,No,Paid,No,9.0,0
10518,JetBlue,Domestic,154,Dec,1,1.0,Economy,2,1,PayPal,413.06,No,Paid,No,7.0,1
10519,Southwest,International,180,Nov,0,4.0,Economy,3,1,PayPal,528.7,No,Paid,No,6.0,1
10520,Alaska,International,214,Feb,0,6.0,Economy,3,0,Credit Card,374.99,Yes,Free,No,6.0,0
10521,Delta,International,87,Sep,1,2.0,Economy,2,0,Debit Card,414.66,No,Free,No,10.0,1
10522,Alaska,Domestic,72,Feb,0,1.0,Economy,4,1,Credit Card,412.85,No,Free,No,9.0,0
10523,Southwest,International,162,Mar,0,1.0,Economy,2,2,Credit Card,399.84,Yes,Paid,Yes,8.0,1
10524,JetBlue,Domestic,178,Jul,0,4.0,Economy,1,1,Debit Card,388.79,Yes,Free,Yes,7.0,1
10525,Alaska,Domestic,211,Mar,0,5.0,Economy,0,0,Credit Card,614.94,no,Paid,No,2.0,1
10526,JetBlue,Domestic,36,Sep,1,5.0,Business,0,1,Credit Card,457.73,No,Free,No,5.0,0
10527,Delta,International,233,Jun,0,2.0,Economy,4,0,Debit Card,297.37,No,Free,No,10.0,0
10528,JetBlue,Domestic,208,Mar,0,2.0,Economy,2,1,Debit Card,688.08,No,Paid,No,5.0,0
10529,JetBlue,Domestic,238,Sep,1,6.0,Economy,3,1,Credit Card,307.21,No,Paid,Yes,4.0,1
10530,United,Domestic,222,Jan,1,4.0,Economy,3,0,Debit Card,359.27,Yes,Free,,2.0,1
10531,United,International,118,Oct,1,2.0,First,3,0,Credit Card,243.71,N,Free,Yes,8.0,0
10532,United,International,56,Mar,0,4.0,Economy,1,0,Credit Card,460.4,No,Paid,No,,1
10533,JetBlue,International,7,Jan,0,1.0,Economy,1,0,Debit Card,596.63,No,Paid,Yes,3.0,1
10534,Southwest,Domestic,206,Feb,1,2.0,Economy,3,0,Credit Card,151.24,Yes,paid,No,5.0,0
10535,JetBlue,Domestic,94,Dec,0,1.0,Economy,4,0,Credit Card,321.17,no,free,Yes,4.0,0
10536,Southwest,Domestic,116,Aug,0,3.0,Economy,1,0,Credit Card,516.33,No,Paid,No,0.0,0
10537,Southwest,Domestic,221,Jul,0,4.0,Economy,1,0,PayPal,211.7,No,Free,Y,1.0,1
10538,United,Domestic,109,Feb,0,3.0,Economy,0,2,Credit Card,440.41,No,Free,Yes,0.0,1
10539,Alaska,International,19,Feb,0,2.0,Business,0,2,Credit Card,177.8,No,Paid,Yes,8.0,1
10540,Delta,International,123,Sep,1,1.0,Economy,4,0,Credit Card,417.11,No,Paid,Yes,8.0,0
10541,United,International,230,Jun,1,2.0,Economy,1,0,,370.89,No,Paid,No,4.0,1
10542,United,International,52,May,1,3.0,Economy,1,1,Debit Card,824.46,Yes,Free,No,7.0,1
10543,Alaska,International,118,Oct,0,2.0,Economy,2,3,Credit Card,464.23,No,free,No,9.0,1
10544,Delta,Domestic,11,Jun,0,6.0,Economy,4,0,Debit Card,55.86,No,Free,Yes,3.0,1
10545,JetBlue,Domestic,176,Sep,0,5.0,Economy,4,0,Debit Card,349.54,Yes,Free,No,0.0,0
10546,JetBlue,International,16,Nov,1,3.0,Business,2,1,Debit Card,475.4,No,Free,No,3.0,0
10547,United,Domestic,63,Jul,0,2.0,Economy,2,1,Credit Card,302.16,No,Free,No,6.0,1
10548,Delta,International,41,Oct,1,1.0,Business,0,0,Credit Card,296.08,No,,No,10.0,1
10549,United,Domestic,93,Oct,1,2.0,Economy,4,0,Credit Card,302.92,No,Free,Yes,1.0,0
10550,Southwest,Domestic,156,Sep,0,1.0,First,4,0,,436.6,No,Free,No,,1
10551,United,International,146,Apr,0,5.0,Economy,2,1,Credit Card,184.26,Y,free,No,5.0,1
10552,United,International,237,Feb,1,2.0,Business,3,2,Debit Card,281.39,No,Paid,No,8.0,1
10553,JetBlue,International,10,Dec,1,5.0,Economy,3,1,Credit Card,504.62,Yes,Paid,Yes,2.0,0
10554,JetBlue,Domestic,97,Aug,0,3.0,Business,0,0,Credit Card,291.81,No,Free,No,6.0,0
10555,JetBlue,International,177,Apr,0,1.0,Business,3,1,Credit Card,283.43,No,Free,No,9.0,1
10556,Southwest,Domestic,70,Sep,1,6.0,Economy,3,0,Credit Card,167.31,No,Free,No,8.0,1
10557,JetBlue,Domestic,107,Apr,0,,Economy,3,0,PayPal,450.43,No,Free,No,10.0,0
10558,Delta,Domestic,57,Aug,0,1.0,Business,1,1,Credit Card,419.56,Yes,Free,No,8.0,0
10559,Alaska,Domestic,33,Sep,0,5.0,Economy,0,0,PayPal,496.13,Yes,Free,Y,10.0,0
10560,Delta,Domestic,19,Sep,0,4.0,Economy,2,0,Credit Card,344.19,No,Paid,Yes,3.0,0
10561,Delta,International,49,Oct,0,2.0,Business,3,1,PayPal,19.57,No,Free,,1.0,0
10562,JetBlue,International,101,Apr,0,,Economy,1,1,Credit Card,403.03,NO,Free,Yes,0.0,0
10563,Alaska,Domestic,215,Jan,0,1.0,Economy,3,1,PayPal,160.5,No,Free,Y,5.0,0
10564,Alaska,Domestic,137,Mar,0,1.0,Economy,1,1,Credit Card,689.48,No,Free,No,4.0,0
10565,Alaska,International,159,Sep,1,1.0,Business,0,0,Credit Card,496.93,No,Free,No,5.0,1
10566,Southwest,International,51,Apr,1,1.0,Economy,3,1,Credit Card,371.06,Yes,free,No,6.0,1
10567,JetBlue,International,14,May,1,2.0,Economy,1,2,Credit Card,328.61,No,Paid,Yes,8.0,1
10568,Alaska,Domestic,228,Jul,1,3.0,Economy,4,1,Credit Card,545.35,No,Paid,No,9.0,1
10569,Southwest,Domestic,83,May,0,6.0,Business,4,1,,373.43,YES,Free,Yes,9.0,0
10570,United,Domestic,130,Apr,0,4.0,Economy,1,0,Credit Card,487.91,N,Paid,N,10.0,1
10571,United,Domestic,36,Feb,1,2.0,Economy,3,0,Credit Card,279.08,Yes,Free,No,5.0,0
10572,Southwest,Domestic,125,Feb,0,1.0,Economy,3,0,Debit Card,237.44,No,Paid,YES,5.0,0
10573,Southwest,International,39,Apr,0,2.0,Business,0,0,Credit Card,337.36,Yes,Paid,No,2.0,0
10574,JetBlue,Domestic,71,Oct,1,5.0,First,0,0,Credit Card,361.48,Yes,Paid,No,7.0,0
10575,JetBlue,Domestic,39,Oct,0,6.0,Economy,2,0,PayPal,419.29,No,Paid,No,8.0,0
10576,United,Domestic,235,Sep,0,,Economy,0,1,PayPal,565.37,Yes,Paid,Yes,0.0,1
10577,Alaska,Domestic,55,Aug,1,4.0,Business,3,0,PayPal,515.68,No,Free,No,5.0,0
10578,United,Domestic,150,Mar,1,1.0,Economy,2,0,PayPal,544.52,Yes,Paid,No,6.0,1
10579,Alaska,Domestic,103,Sep,0,6.0,Economy,0,0,Credit Card,257.43,Yes,Free,No,10.0,0
10580,Alaska,Domestic,138,May,1,4.0,Business,1,2,,318.71,Yes,Free,No,7.0,0
10581,JetBlue,International,109,Nov,1,,First,4,1,Credit Card,495.52,Yes,Free,No,9.0,0
10582,Delta,International,191,Mar,1,4.0,Economy,0,0,Credit Card,530.09,No,Free,Y,10.0,1
10583,Delta,Domestic,135,May,0,3.0,Economy,0,1,Debit Card,463.86,No,Free,Y,7.0,1
10584,Southwest,Domestic,92,Oct,0,3.0,Economy,1,0,Credit Card,281.22,No,Paid,,6.0,1
10585,JetBlue,International,93,Apr,1,2.0,Economy,3,0,Credit Card,214.17,Yes,Paid,No,7.0,0
10586,Alaska,Domestic,55,Aug,1,2.0,Business,1,0,Credit Card,392.62,No,FREE,No,10.0,0
10587,Delta,Domestic,59,Dec,0,4.0,Business,0,1,Credit Card,235.16,yes,PAID,Yes,8.0,0
10588,Alaska,International,137,May,0,1.0,Business,3,0,,424.49,N,Free,Yes,9.0,1
10589,Delta,Domestic,38,Oct,0,5.0,Economy,2,0,Credit Card,535.1,No,Free,No,6.0,0
10590,Delta,Domestic,27,Dec,1,5.0,Economy,0,2,Credit Card,386.47,YES,Paid,N,2.0,0
10591,Delta,Domestic,48,Aug,0,1.0,Economy,1,0,Credit Card,177.18,No,Paid,No,8.0,1
10592,JetBlue,Domestic,163,Sep,0,1.0,Economy,2,1,Credit Card,288.7,No,Free,No,0.0,1
10593,United,Domestic,124,Apr,0,3.0,Business,4,0,Credit Card,481.06,No,Free,No,7.0,1
10594,Alaska,International,12,Jul,0,5.0,Economy,2,0,PayPal,426.35,Yes,Free,No,5.0,0
10595,JetBlue,Domestic,223,Feb,1,4.0,Economy,1,0,Credit Card,437.54,No,Paid,Yes,10.0,1
10596,JetBlue,Domestic,35,Jun,1,6.0,Economy,2,2,PayPal,607.65,No,Paid,No,2.0,1
10597,JetBlue,International,100,Aug,0,2.0,First,1,0,Credit Card,408.87,No,Paid,No,8.0,1
10598,JetBlue,Domestic,25,Dec,0,6.0,Business,0,0,Credit Card,404.45,No,Paid,No,5.0,0
10599,JetBlue,Domestic,85,Jul,1,3.0,Business,3,0,Credit Card,479.93,No,Paid,No,6.0,0
10600,Southwest,International,3,Jul,0,5.0,Economy,4,1,Credit Card,195.76,No,Paid,No,10.0,1
10601,Alaska,Domestic,222,Aug,0,1.0,Economy,3,1,Credit Card,297.68,No,Paid,No,1.0,1
10602,JetBlue,International,81,Jul,1,5.0,Economy,3,1,Credit Card,256.61,Yes,Free,No,0.0,1
10603,Alaska,International,191,May,0,4.0,Economy,3,2,Credit Card,451.69,No,Free,No,0.0,1
10604,Southwest,Domestic,165,Jul,1,,Economy,1,1,Credit Card,231.33,No,Paid,No,2.0,0
10605,Southwest,Domestic,126,Oct,0,1.0,Economy,1,0,Debit Card,438.88,No,Free,Yes,10.0,0
10606,Alaska,International,87,Mar,0,6.0,Economy,4,0,PayPal,329.65,no,Free,Yes,2.0,0
10607,Delta,Domestic,126,May,0,4.0,Economy,1,0,Credit Card,310.14,yes,Free,yes,7.0,0
10608,United,International,119,Jul,1,6.0,Economy,1,0,Debit Card,487.66,No,Free,no,6.0,0
10609,Delta,Domestic,214,Sep,0,2.0,Economy,1,1,Debit Card,173.5,No,Paid,Yes,9.0,0
10610,Delta,Domestic,21,Feb,0,3.0,Economy,1,0,Credit Card,291.58,No,Paid,Yes,7.0,0
10611,Delta,Domestic,129,Apr,1,4.0,Economy,0,0,PayPal,770.13,No,Paid,No,0.0,1
10612,JetBlue,International,30,Dec,0,4.0,Economy,4,1,PayPal,619.06,Yes,Paid,No,3.0,0
10613,Southwest,International,118,Jul,0,6.0,Economy,1,0,Credit Card,105.98,No,Free,No,7.0,1
10614,Delta,Domestic,10,Jan,0,1.0,Business,4,0,Debit Card,288.94,No,Free,Yes,9.0,0
10615,Southwest,Domestic,219,Feb,1,2.0,Business,2,0,Debit Card,368.79,No,,Yes,1.0,1
10616,Alaska,International,45,Sep,0,6.0,Economy,0,1,Credit Card,162.43,N,Free,No,6.0,0
10617,United,Domestic,95,Oct,0,4.0,Economy,1,1,Credit Card,642.52,Yes,Free,No,7.0,0
10618,Alaska,Domestic,189,Jul,0,3.0,Economy,0,1,PayPal,364.14,No,Paid,No,8.0,1
10619,Alaska,International,196,Dec,0,4.0,Economy,0,0,,333.97,No,Free,No,6.0,0
10620,JetBlue,Domestic,191,Oct,1,5.0,Business,2,0,Credit Card,413.35,No,Paid,,8.0,0
10621,United,International,229,Jul,1,3.0,Economy,4,0,Credit Card,411.12,no,Free,No,1.0,0
10622,Alaska,Domestic,9,Jun,1,3.0,Economy,0,1,PayPal,240.39,No,,Yes,10.0,0
10623,Alaska,Domestic,167,Mar,1,4.0,Economy,3,0,Credit Card,544.14,Yes,Paid,No,0.0,0
10624,United,Domestic,127,Oct,1,1.0,Economy,2,1,Debit Card,382.69,No,Free,Yes,0.0,1
10625,United,International,237,Mar,0,3.0,Economy,3,0,Credit Card,543.22,No,Free,No,10.0,1
10626,Alaska,Domestic,151,Feb,1,5.0,Economy,2,0,Credit Card,279.41,Yes,Paid,Yes,3.0,1
10627,United,Domestic,98,Nov,0,6.0,Economy,3,0,Credit Card,108.57,No,Free,Yes,0.0,1
10628,Alaska,Domestic,171,Jun,0,1.0,Economy,3,4,Credit Card,561.22,No,Free,No,6.0,0
10629,Alaska,International,111,Apr,1,1.0,First,0,0,Credit Card,463.66,No,free,No,7.0,0
10630,JetBlue,Domestic,59,May,0,1.0,Business,0,0,Debit Card,523.55,No,PAID,No,2.0,0
10631,Delta,Domestic,189,Mar,1,3.0,Economy,2,2,Debit Card,532.16,Yes,Free,No,0.0,1
10632,Alaska,Domestic,86,Jun,0,1.0,Economy,4,0,Credit Card,362.7,Yes,Paid,No,2.0,0
10633,Southwest,Domestic,144,Nov,0,4.0,Economy,0,1,,308.63,No,Free,Yes,1.0,1
10634,Delta,Domestic,64,Dec,0,1.0,Economy,0,1,Credit Card,347.17,No,free,N,5.0,0
10635,Delta,International,222,Mar,1,5.0,Economy,1,0,Credit Card,437.2,No,Free,No,10.0,1
10884,Delta,Domestic,222,Aug,1,2.0,Economy,0,0,Credit Card,398.79,Yes,Free,Yes,6.0,1
10637,JetBlue,International,233,Sep,0,5.0,Business,4,1,Credit Card,103.91,No,Paid,No,8.0,1
10638,Alaska,Domestic,56,Apr,0,3.0,Economy,1,0,PayPal,343.41,No,Paid,Yes,4.0,0
10639,JetBlue,International,182,Sep,0,1.0,Economy,3,2,Debit Card,557.95,No,,yes,3.0,0
10640,Alaska,Domestic,105,Dec,0,1.0,Economy,3,0,Credit Card,359.82,,Free,No,0.0,1
10641,JetBlue,Domestic,180,Jul,0,4.0,Economy,1,1,Debit Card,671.44,No,Paid,No,10.0,0
10642,JetBlue,International,183,Mar,1,6.0,Economy,1,0,Credit Card,225.45,Yes,Paid,Yes,5.0,0
10643,Southwest,International,225,Jul,0,1.0,Business,1,0,Credit Card,408.79,No,Free,No,10.0,0
10644,JetBlue,Domestic,8,Jan,1,5.0,Business,2,0,Credit Card,222.05,no,Paid,No,7.0,0
10645,United,Domestic,21,Mar,1,3.0,Economy,4,1,Debit Card,240.22,No,Paid,Yes,3.0,0
10646,Southwest,International,140,Jun,0,2.0,Economy,4,0,Credit Card,241.52,No,Free,No,0.0,1
10647,JetBlue,Domestic,88,Apr,1,1.0,Business,3,1,PayPal,669.36,No,Free,Yes,4.0,1
10648,Delta,International,175,Jul,1,2.0,Economy,3,1,Credit Card,324.7,No,Free,Yes,9.0,0
10649,United,International,17,Mar,0,1.0,Business,3,1,Credit Card,261.63,Yes,Free,Yes,4.0,0
10650,United,Domestic,114,Jan,0,3.0,Economy,0,2,PayPal,359.62,No,Paid,NO,1.0,1
10651,United,Domestic,203,Sep,0,6.0,Economy,3,0,Credit Card,328.86,No,Free,Yes,5.0,1
10652,Southwest,Domestic,167,Jun,1,5.0,Economy,1,0,Debit Card,473.6,No,Paid,Y,9.0,0
10653,JetBlue,Domestic,144,Aug,1,3.0,Economy,3,0,Debit Card,74.5,No,Free,Yes,8.0,0
10654,JetBlue,Domestic,142,Mar,1,2.0,Business,1,0,PayPal,226.35,yes,Free,N,5.0,0
10655,Delta,International,105,Aug,0,1.0,Economy,2,0,Credit Card,478.51,No,Free,Yes,7.0,1
10656,Delta,Domestic,14,Feb,0,2.0,Economy,0,1,Credit Card,291.59,YES,Free,No,9.0,0
10657,United,International,206,Dec,0,5.0,Economy,0,1,,254.31,No,Paid,Yes,2.0,1
10658,Delta,Domestic,62,Apr,0,3.0,Business,4,0,Credit Card,248.04,Yes,free,Yes,9.0,1
10659,Southwest,Domestic,166,Mar,0,2.0,Economy,2,2,Credit Card,461.31,,Paid,No,1.0,1
10660,JetBlue,Domestic,12,Oct,1,2.0,Business,1,0,Credit Card,455.2,No,Paid,No,3.0,0
10661,United,Domestic,80,Jan,1,5.0,Economy,2,1,Credit Card,494.07,No,PAID,Yes,8.0,0
10662,Delta,Domestic,31,Jul,1,1.0,Economy,0,0,Credit Card,197.22,No,Free,No,8.0,1
10663,Southwest,Domestic,136,Nov,0,2.0,Economy,1,1,Credit Card,188.94,No,Free,Yes,2.0,0
10664,Southwest,International,39,Oct,0,5.0,Economy,2,0,Credit Card,519.23,Yes,,No,0.0,0
10665,Delta,Domestic,147,Feb,0,1.0,Economy,0,2,Credit Card,388.72,No,Paid,No,0.0,1
10666,JetBlue,Domestic,217,Apr,1,6.0,Economy,1,0,Credit Card,275.17,No,Free,Yes,3.0,0
10667,Delta,Domestic,218,Sep,1,1.0,Economy,1,0,Debit Card,338.0,Yes,Paid,N,3.0,1
10668,United,Domestic,212,Jun,0,6.0,Economy,0,1,Debit Card,187.19,Yes,Free,no,10.0,1
10669,Delta,Domestic,81,Aug,0,3.0,Economy,1,0,Credit Card,285.86,No,Free,No,9.0,0
10670,Southwest,Domestic,76,Feb,0,5.0,Economy,0,0,Credit Card,382.29,No,Free,Yes,5.0,1
10671,Delta,Domestic,207,Jul,0,1.0,Economy,3,0,Credit Card,409.63,No,Free,Yes,4.0,0
10672,JetBlue,Domestic,200,Jun,0,6.0,Economy,3,0,Credit Card,347.76,Yes,Paid,No,5.0,1
10673,Alaska,Domestic,190,Sep,0,6.0,First,1,1,Debit Card,15.87,Y,Free,,9.0,0
10674,Delta,International,75,Jul,0,3.0,Economy,1,0,Debit Card,462.66,No,Paid,Yes,6.0,0
10675,JetBlue,Domestic,171,Jan,1,4.0,Economy,0,0,PayPal,345.81,No,Paid,Yes,6.0,1
10676,JetBlue,Domestic,37,Aug,0,5.0,Economy,1,0,Credit Card,297.4,No,Paid,no,9.0,0
10677,Southwest,Domestic,210,Nov,0,4.0,Economy,4,0,Credit Card,253.28,No,Free,Yes,9.0,1
10678,JetBlue,Domestic,187,Oct,0,1.0,Economy,3,1,Debit Card,112.54,No,Free,No,,1
10679,JetBlue,International,70,Mar,0,5.0,Economy,1,2,Credit Card,450.99,No,free,Yes,5.0,1
10680,JetBlue,Domestic,226,Feb,0,3.0,Economy,1,2,Credit Card,564.9,Yes,Free,No,7.0,1
10681,JetBlue,Domestic,47,Dec,0,1.0,Economy,2,0,Credit Card,244.29,,Paid,No,,1
10682,United,Domestic,17,Mar,0,5.0,First,1,0,Credit Card,182.19,Yes,Free,No,7.0,0
10683,United,Domestic,143,Nov,0,5.0,Business,4,1,Credit Card,272.82,Yes,Paid,No,8.0,0
10684,Southwest,Domestic,182,Jun,1,4.0,Economy,3,0,Credit Card,400.67,yes,Free,No,3.0,0
10685,Delta,Domestic,38,Mar,0,1.0,Economy,2,0,Debit Card,289.26,Yes,Free,,4.0,0
10686,JetBlue,International,195,Oct,1,3.0,Business,0,0,PayPal,286.82,No,Paid,No,4.0,0
10687,Delta,Domestic,186,May,0,3.0,First,0,0,Credit Card,348.39,Yes,Free,No,1.0,1
10688,Delta,Domestic,88,Jun,0,1.0,Economy,3,0,Credit Card,374.11,Yes,Paid,No,4.0,0
10689,Southwest,Domestic,223,Aug,0,,Economy,0,0,Credit Card,411.56,No,Free,Yes,8.0,0
10690,JetBlue,Domestic,61,Jul,0,6.0,First,4,0,PayPal,318.68,,Free,No,3.0,1
10691,JetBlue,Domestic,231,Nov,1,2.0,Economy,1,2,Credit Card,316.19,No,Free,No,9.0,0
10692,Alaska,International,140,Aug,1,4.0,Economy,3,2,PayPal,90.92,N,Paid,Yes,2.0,1
10693,Delta,International,108,Mar,1,1.0,Economy,2,1,Credit Card,491.0,No,Free,No,6.0,0
10694,Delta,Domestic,80,Apr,1,1.0,First,1,0,Debit Card,395.33,Yes,Paid,yes,7.0,0
10695,United,International,228,Jun,0,2.0,Business,0,0,Credit Card,571.55,Yes,Free,No,9.0,1
10696,Alaska,International,133,Nov,0,2.0,Business,0,1,Credit Card,431.56,,Free,No,5.0,1
10697,United,International,210,Jul,0,5.0,Business,2,0,Credit Card,349.7,Yes,Free,Yes,5.0,1
10698,United,Domestic,76,Sep,1,3.0,Economy,4,0,Credit Card,151.96,Yes,,Yes,4.0,0
10699,United,International,187,Jan,1,4.0,Business,2,0,PayPal,131.27,No,Paid,No,10.0,1
10700,Southwest,Domestic,89,Aug,0,5.0,Economy,3,1,Debit Card,506.77,Yes,Free,No,5.0,0
10701,Southwest,International,13,Aug,1,1.0,Business,2,0,Credit Card,438.62,No,Paid,No,8.0,0
10702,United,Domestic,94,Jun,0,2.0,Economy,0,0,PayPal,565.16,No,Paid,Yes,1.0,0
10703,Alaska,Domestic,53,Apr,0,6.0,Business,4,1,Credit Card,490.37,No,Free,No,9.0,0
10704,Delta,International,131,Mar,0,3.0,Economy,4,1,PayPal,308.04,No,Free,Yes,10.0,1
10705,Alaska,Domestic,38,Nov,1,5.0,Economy,2,0,Credit Card,40.0,Yes,Paid,N,,0
10706,JetBlue,International,71,Mar,1,6.0,Economy,3,0,PayPal,444.63,No,Free,No,0.0,1
10707,Southwest,International,24,Jun,0,3.0,Economy,0,0,Credit Card,217.75,No,Paid,N,3.0,1
10180,Delta,Domestic,76,Aug,0,6.0,Business,1,1,Credit Card,334.2,Yes,Paid,,1.0,0
10709,Delta,Domestic,159,Jul,0,2.0,Economy,4,0,Credit Card,417.7,No,Paid,No,5.0,0
10710,JetBlue,International,186,Nov,1,5.0,Economy,2,0,Credit Card,271.71,No,Free,No,0.0,1
10711,JetBlue,Domestic,229,Jan,0,5.0,Economy,3,0,Credit Card,244.48,NO,Free,No,7.0,1
10712,United,Domestic,190,Nov,0,3.0,Business,3,1,Credit Card,317.0,No,Free,Yes,9.0,0
10713,Southwest,International,165,Jun,0,6.0,Economy,0,0,PayPal,73.53,,Paid,Yes,5.0,1
10714,Southwest,Domestic,119,Jul,0,2.0,Business,4,0,PayPal,215.28,Yes,FREE,No,8.0,1
10715,Alaska,Domestic,219,Dec,0,1.0,Business,0,1,PayPal,213.26,No,Paid,No,5.0,0
10716,United,International,52,Jul,1,5.0,Business,1,0,PayPal,326.98,No,Free,No,9.0,1
10717,United,Domestic,221,Sep,0,1.0,Economy,1,1,Debit Card,227.4,No,paid,No,6.0,1
10718,United,Domestic,194,Nov,1,2.0,Business,1,1,PayPal,287.79,Yes,Free,Yes,4.0,1
10719,United,International,155,Nov,0,5.0,Economy,3,1,PayPal,297.7,No,Free,YES,7.0,1
10720,Southwest,Domestic,130,Oct,0,5.0,Business,4,0,Credit Card,657.88,No,Free,,7.0,1
10721,Southwest,International,236,May,0,6.0,Business,0,1,Debit Card,467.74,No,Free,No,9.0,1
10722,United,International,225,Jan,1,1.0,Economy,0,0,PayPal,343.15,No,Free,NO,8.0,1
10723,Alaska,International,207,Feb,1,6.0,Economy,1,0,Debit Card,422.87,No,Free,No,5.0,1
10724,Delta,Domestic,149,Apr,1,4.0,Economy,4,0,Credit Card,488.9,Yes,Paid,No,0.0,1
10725,Delta,Domestic,95,May,0,1.0,Economy,4,0,Credit Card,400.29,Yes,Free,No,8.0,0
10726,Alaska,Domestic,165,Sep,0,1.0,Economy,2,0,Debit Card,215.26,No,Free,No,2.0,0
10727,United,International,199,Nov,1,,Business,4,2,PayPal,340.82,No,Paid,,8.0,1
10728,Southwest,International,71,Jan,1,2.0,Economy,4,1,Credit Card,223.38,No,Paid,No,6.0,0
10729,Delta,Domestic,61,Mar,0,2.0,Economy,0,0,Credit Card,313.93,No,Free,No,,0
10730,JetBlue,Domestic,184,May,1,5.0,Business,4,0,Credit Card,337.76,No,Free,No,8.0,1
10731,JetBlue,Domestic,5,Mar,0,3.0,Business,4,1,Debit Card,507.36,Yes,Paid,Yes,6.0,0
10732,Alaska,Domestic,205,Apr,0,6.0,Economy,0,0,Credit Card,248.82,No,Paid,YES,6.0,0
10733,United,International,31,Mar,0,3.0,Business,4,0,Debit Card,237.61,Yes,Free,Yes,6.0,0
10734,Delta,Domestic,98,Apr,0,5.0,Economy,0,0,PayPal,259.63,Yes,Paid,Yes,1.0,1
10735,United,International,137,Jan,0,3.0,Economy,2,1,Debit Card,274.74,No,Paid,No,10.0,1
10736,Delta,International,130,Dec,0,1.0,Economy,3,1,Credit Card,315.46,No,Free,Yes,3.0,1
10737,Alaska,Domestic,186,Aug,0,1.0,Economy,0,0,PayPal,406.11,Yes,Free,no,9.0,1
10738,Alaska,Domestic,75,Apr,0,4.0,Economy,0,0,Credit Card,250.08,No,Paid,Yes,7.0,0
10739,JetBlue,Domestic,176,Jul,0,4.0,Business,4,1,,376.08,Yes,Paid,Yes,,1
10740,United,Domestic,58,Feb,1,5.0,Business,0,0,Credit Card,377.82,No,Free,No,3.0,0
10741,JetBlue,International,30,Feb,0,5.0,Economy,1,2,Debit Card,437.51,Yes,Paid,No,9.0,1
10742,United,International,92,Jun,0,5.0,Economy,1,0,PayPal,330.49,No,Paid,Yes,7.0,0
10743,JetBlue,International,68,Feb,0,1.0,Economy,2,1,PayPal,476.49,No,Paid,NO,2.0,0
10744,Southwest,Domestic,189,Jun,1,3.0,Economy,0,0,Credit Card,411.66,No,Paid,Y,5.0,0
10745,Southwest,Domestic,51,Nov,0,6.0,Business,4,1,Credit Card,405.39,Yes,Paid,NO,1.0,0
10746,Southwest,International,88,Feb,0,5.0,Economy,4,1,Credit Card,282.9,Yes,Free,YES,7.0,1
10747,Southwest,Domestic,126,Apr,0,5.0,Economy,3,1,Debit Card,398.44,No,Paid,No,7.0,1
10748,Delta,Domestic,168,Jul,1,,Economy,2,2,Debit Card,409.32,No,Paid,No,0.0,0
10749,Southwest,Domestic,30,Aug,0,6.0,Economy,4,0,Credit Card,276.34,Yes,free,,2.0,1
10750,Alaska,International,212,Mar,0,1.0,Economy,3,0,Credit Card,527.2,No,Free,No,1.0,0
10751,Alaska,Domestic,83,Sep,0,6.0,Economy,4,3,PayPal,727.29,No,Free,No,6.0,0
10752,Delta,Domestic,230,Feb,0,1.0,Economy,3,1,PayPal,268.0,No,Paid,yes,6.0,1
10753,Southwest,International,126,Aug,1,3.0,Economy,1,0,Credit Card,15.19,Yes,Free,Yes,3.0,1
